State,Elec Distributor,Postcode,Suburb,RES Tariff,SME Tariff,Plan Type,Customer Type,Consumption Level,Retailer,Product Name,Product Description,Discount: Guaranteed Elec,Discount: Guaranteed Gas,Discount: Pay on Time Elec,Discount: Pay on Time Gas,Discount: Dual Fuel Elec,Discount: Dual Fuel Gas,AD:Rankings (Inc Discounts), Ranking 1,Ranking 2,Ranking 3,Date
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Low,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,3,2.43%,1.99%,0%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,4,2.86%,2.42%,0.44%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,5,3.08%,2.64%,0.66%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Low,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,3,,,6,3.5%,3.06%,1.09%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,7,3.92%,3.49%,1.53%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Low,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,8,4.55%,4.11%,2.16%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Low,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",5,11,,,,,9,9.07%,8.66%,6.8%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Medium,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date.",,,3,3,,,1,0%,-0.17%,-1.03%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Medium,Origin Energy,"Origin Max Saver (United Energy)","Origin Max Saver gives you 20% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",13,20,,,,,2,0.17%,0%,-0.85%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,1.02%,0.85%,0%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Medium,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,4,1.02%,0.85%,0%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Medium,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,3,,,5,2.34%,2.17%,1.34%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,6,2.34%,2.17%,1.34%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Medium,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,7,2.5%,2.34%,1.5%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Medium,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,8,2.99%,2.82%,1.99%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,Medium,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",5,11,,,,,9,9.03%,8.88%,8.1%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,High,Origin Energy,"Origin Max Saver (United Energy)","Origin Max Saver gives you 20% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",13,20,,,,,1,0%,-0.3%,-0.45%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,High,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date.",,,3,3,,,2,0.3%,0%,-0.15%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,0.45%,0.15%,0%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,High,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,4,0.45%,0.15%,0%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,High,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,5,1.62%,1.33%,1.18%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,High,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,6,2.35%,2.05%,1.91%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,High,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,3,,,7,2.49%,2.2%,2.05%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,8,2.92%,2.62%,2.48%,23/04/2020
VIC,United Energy,3188,Hampton,LVS1R,,Dual,RES,High,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",5,11,,,,,9,9.02%,8.74%,8.61%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Low,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges, when you pay by the due date.",,,3,,,,1,0%,-0.29%,-1.46%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Low,Origin Energy,"Origin Max Saver (Ausnet)","",13,,,,,,2,0.29%,0%,-1.16%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Low,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,3,1.44%,1.15%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,4,1.44%,1.15%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Low,Powerdirect,"Powerdirect Rate Saver","Powerdirect Rate Saver plan is a fixed rate plan. Powerdirect will not vary the fixed rates that apply to your energy plan at any time during your 12 month Minimum Period",,,,,,,5,1.44%,1.15%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Low,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,,,,6,2.56%,2.27%,1.14%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,7,3.65%,3.37%,2.25%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Low,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,8,5.77%,5.49%,4.4%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Low,Origin Energy,"Origin Flexi","",5,,,,,,9,8.78%,8.51%,7.45%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,10,9.26%,8.99%,7.94%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Medium,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges, when you pay by the due date.",,,3,,,,1,0%,-0.22%,-1.29%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Medium,Origin Energy,"Origin Max Saver (Ausnet)","",13,,,,,,2,0.22%,0%,-1.08%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Medium,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,3,1.28%,1.06%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,4,1.49%,1.27%,0.21%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Medium,Powerdirect,"Powerdirect Rate Saver","Powerdirect Rate Saver plan is a fixed rate plan. Powerdirect will not vary the fixed rates that apply to your energy plan at any time during your 12 month Minimum Period",,,,,,,5,1.49%,1.27%,0.21%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Medium,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,,,,6,1.9%,1.69%,0.63%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,7,2.52%,2.31%,1.26%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Medium,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,8,5.11%,4.91%,3.89%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Medium,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,9,7.39%,7.19%,6.19%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,Medium,Origin Energy,"Origin Flexi","",5,,,,,,10,8.66%,8.46%,7.48%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,High,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges, when you pay by the due date.",,,3,,,,1,0%,-0.19%,-1.35%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,High,Origin Energy,"Origin Max Saver (Ausnet)","",13,,,,,,2,0.19%,0%,-1.15%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,High,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,3,1.33%,1.14%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,High,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,4,1.33%,1.14%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,High,Powerdirect,"Powerdirect Rate Saver","Powerdirect Rate Saver plan is a fixed rate plan. Powerdirect will not vary the fixed rates that apply to your energy plan at any time during your 12 month Minimum Period",,,,,,,5,1.33%,1.14%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,High,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,,,,6,1.7%,1.51%,0.38%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,7,2.26%,2.07%,0.94%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,High,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,8,4.94%,4.75%,3.66%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,9,6.81%,6.63%,5.56%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Elec,RES,High,Origin Energy,"Origin Flexi","",5,,,,,,10,8.61%,8.44%,7.38%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Gas,RES,Low,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 20% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,20,,,,,1,0%,-10.92%,-11.76%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Gas,RES,Low,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period.",,11,,,,,2,9.85%,0%,-0.76%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Gas,RES,Low,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,10.53%,0.75%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Gas,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,4,10.53%,0.75%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Gas,RES,Low,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your gas usage & service to property charges, when you pay by the due date.",,,,3,,,5,13.14%,3.65%,2.92%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Gas,RES,Low,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your gas usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,,3,,,6,16.78%,7.69%,6.99%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Gas,RES,Medium,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 20% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,20,,,,,1,0%,-6%,-6.67%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Gas,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,2,5.66%,0%,-0.63%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Gas,RES,Medium,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,6.25%,0.63%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,NEE11,,Gas,RES,Medium,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period.",,11,,,,,4,9.64%,4.22%,3.61%,23/04/2020
